model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.691037654876709,7.382075309753418,0.12271161796525121,6.5,0.20122522115707397,0.3533492386341095,0
Qwen2.5-7B-Instruct,0,mmlu,,0,1,2.9381723403930664,5.876344680786133,0.6475358605384827,1.0,0.3556114211678505,0.5527903437614441,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.484499216079712,6.968998432159424,0.4542579376088156,17.0,0.24613886326551437,0.3350863754749298,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,3.4645118713378906,6.929023742675781,0.25628153420984745,6.75,0.2848365642130375,0.44567346572875977,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,3.651062250137329,7.302124500274658,0.23610273003578186,4.75,0.29124438762664795,0.468567430973053,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.377898931503296,6.755797863006592,0.7242701943773682,14.0,0.21749520301818848,0.2603696286678314,0
Qwen2.5-7B-Instruct,0,mmlu,,0,1,4.224039077758789,8.448078155517578,0.2891941498965025,5.75,0.18872109055519104,0.314812034368515,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.184685707092285,6.36937141418457,0.010053410194814205,7.75,0.2468148060142994,0.4108128547668457,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.0314478874206543,6.062895774841309,0.14340239193279558,14.125,0.21649688109755516,0.3313934803009033,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,3.5844368934631348,7.1688737869262695,0.8031201362609863,0.5,0.22755170986056328,0.35042476654052734,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,4.03748893737793,8.07497787475586,0.46005842834711075,6.0,0.17525899782776833,0.23620687425136566,0
Qwen2.5-7B-Instruct,0,mmlu,,0,1,3.444524049758911,6.889048099517822,0.11057226778939366,7.0,0.07982811518013477,0.10319529473781586,0
